"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","060133132041","CA","060133132041","=""060133132041""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133132042","CA","060133132042","=""060133132042""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133132043","CA","060133132043","=""060133132043""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133132051","CA","060133132051","=""060133132051""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133132061","CA","060133132061","=""060133132061""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133132062","CA","060133132062","=""060133132062""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133132063","CA","060133132063","=""060133132063""","2.8","2019-2023","2022","Census","California (State)"
"Block Group","060133132064","CA","060133132064","=""060133132064""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133141021","CA","060133141021","=""060133141021""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133141022","CA","060133141022","=""060133141022""","3.1","2019-2023","2022","Census","California (State)"
"Block Group","060133141023","CA","060133141023","=""060133141023""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133141031","CA","060133141031","=""060133141031""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133141032","CA","060133141032","=""060133141032""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133141033","CA","060133141033","=""060133141033""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133141051","CA","060133141051","=""060133141051""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133141052","CA","060133141052","=""060133141052""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133141061","CA","060133141061","=""060133141061""","2.4","2019-2023","2022","Census","California (State)"
"Block Group","060133141062","CA","060133141062","=""060133141062""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133142001","CA","060133142001","=""060133142001""","2.5","2019-2023","2022","Census","California (State)"
"Block Group","060133142002","CA","060133142002","=""060133142002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133142003","CA","060133142003","=""060133142003""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133150001","CA","060133150001","=""060133150001""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133150002","CA","060133150002","=""060133150002""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133160001","CA","060133160001","=""060133160001""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060133170001","CA","060133170001","=""060133170001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060133170002","CA","060133170002","=""060133170002""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133180001","CA","060133180001","=""060133180001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060133180002","CA","060133180002","=""060133180002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133180003","CA","060133180003","=""060133180003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133190011","CA","060133190011","=""060133190011""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133190012","CA","060133190012","=""060133190012""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133190021","CA","060133190021","=""060133190021""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133190022","CA","060133190022","=""060133190022""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133190023","CA","060133190023","=""060133190023""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133190024","CA","060133190024","=""060133190024""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133200011","CA","060133200011","=""060133200011""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133200012","CA","060133200012","=""060133200012""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133200031","CA","060133200031","=""060133200031""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133200041","CA","060133200041","=""060133200041""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133200042","CA","060133200042","=""060133200042""","1.4","2019-2023","2022","Census","California (State)"
"Block Group","060133200043","CA","060133200043","=""060133200043""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133200044","CA","060133200044","=""060133200044""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133211011","CA","060133211011","=""060133211011""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133211012","CA","060133211012","=""060133211012""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133211013","CA","060133211013","=""060133211013""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133211014","CA","060133211014","=""060133211014""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133211021","CA","060133211021","=""060133211021""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133211022","CA","060133211022","=""060133211022""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133211023","CA","060133211023","=""060133211023""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133211024","CA","060133211024","=""060133211024""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133211031","CA","060133211031","=""060133211031""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133211032","CA","060133211032","=""060133211032""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133211033","CA","060133211033","=""060133211033""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133212001","CA","060133212001","=""060133212001""","2.6","2019-2023","2022","Census","California (State)"
"Block Group","060133212002","CA","060133212002","=""060133212002""","2.2","2019-2023","2022","Census","California (State)"
"Block Group","060133212003","CA","060133212003","=""060133212003""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133212004","CA","060133212004","=""060133212004""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133220001","CA","060133220001","=""060133220001""","1.6","2019-2023","2022","Census","California (State)"
"Block Group","060133220002","CA","060133220002","=""060133220002""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133220003","CA","060133220003","=""060133220003""","1.9","2019-2023","2022","Census","California (State)"
"Block Group","060133220004","CA","060133220004","=""060133220004""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133220005","CA","060133220005","=""060133220005""","2.0","2019-2023","2022","Census","California (State)"
"Block Group","060133230001","CA","060133230001","=""060133230001""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060133230002","CA","060133230002","=""060133230002""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133230003","CA","060133230003","=""060133230003""","2.1","2019-2023","2022","Census","California (State)"
"Block Group","060133230004","CA","060133230004","=""060133230004""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133240021","CA","060133240021","=""060133240021""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060133240022","CA","060133240022","=""060133240022""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060133240023","CA","060133240023","=""060133240023""","1.8","2019-2023","2022","Census","California (State)"
"Block Group","060133240031","CA","060133240031","=""060133240031""","1.0","2019-2023","2022","Census","California (State)"
"Block Group","060133240032","CA","060133240032","=""060133240032""","N/A","2019-2023","2022","Census","California (State)"
"Block Group","060133240033","CA","060133240033","=""060133240033""","1.7","2019-2023","2022","Census","California (State)"
"Block Group","060133240041","CA","060133240041","=""060133240041""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133240042","CA","060133240042","=""060133240042""","1.2","2019-2023","2022","Census","California (State)"
"Block Group","060133240043","CA","060133240043","=""060133240043""","1.3","2019-2023","2022","Census","California (State)"
"Block Group","060133250001","CA","060133250001","=""060133250001""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060133250002","CA","060133250002","=""060133250002""","1.5","2019-2023","2022","Census","California (State)"
"Block Group","060133250003","CA","060133250003","=""060133250003""","2.3","2019-2023","2022","Census","California (State)"
"Block Group","060133250004","CA","060133250004","=""060133250004""","N/A","2019-2023","2022","Census","California (State)"
