"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Avg. Vehicles per Household","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"Block Group","040131166061","AZ","040131166061","=""040131166061""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166062","AZ","040131166062","=""040131166062""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166063","AZ","040131166063","=""040131166063""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166071","AZ","040131166071","=""040131166071""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166072","AZ","040131166072","=""040131166072""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166101","AZ","040131166101","=""040131166101""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166102","AZ","040131166102","=""040131166102""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166103","AZ","040131166103","=""040131166103""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166111","AZ","040131166111","=""040131166111""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166112","AZ","040131166112","=""040131166112""","2.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166121","AZ","040131166121","=""040131166121""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166122","AZ","040131166122","=""040131166122""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166123","AZ","040131166123","=""040131166123""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166141","AZ","040131166141","=""040131166141""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166151","AZ","040131166151","=""040131166151""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166152","AZ","040131166152","=""040131166152""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166161","AZ","040131166161","=""040131166161""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166162","AZ","040131166162","=""040131166162""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166171","AZ","040131166171","=""040131166171""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166172","AZ","040131166172","=""040131166172""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166181","AZ","040131166181","=""040131166181""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166182","AZ","040131166182","=""040131166182""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166191","AZ","040131166191","=""040131166191""","3.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166192","AZ","040131166192","=""040131166192""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166201","AZ","040131166201","=""040131166201""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166202","AZ","040131166202","=""040131166202""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166203","AZ","040131166203","=""040131166203""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166204","AZ","040131166204","=""040131166204""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166205","AZ","040131166205","=""040131166205""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166211","AZ","040131166211","=""040131166211""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131166212","AZ","040131166212","=""040131166212""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167031","AZ","040131167031","=""040131167031""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167032","AZ","040131167032","=""040131167032""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167033","AZ","040131167033","=""040131167033""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167071","AZ","040131167071","=""040131167071""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167072","AZ","040131167072","=""040131167072""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167081","AZ","040131167081","=""040131167081""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167082","AZ","040131167082","=""040131167082""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167083","AZ","040131167083","=""040131167083""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167084","AZ","040131167084","=""040131167084""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167091","AZ","040131167091","=""040131167091""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167092","AZ","040131167092","=""040131167092""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167101","AZ","040131167101","=""040131167101""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167102","AZ","040131167102","=""040131167102""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167103","AZ","040131167103","=""040131167103""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167111","AZ","040131167111","=""040131167111""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167112","AZ","040131167112","=""040131167112""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167121","AZ","040131167121","=""040131167121""","1.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167122","AZ","040131167122","=""040131167122""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167123","AZ","040131167123","=""040131167123""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167131","AZ","040131167131","=""040131167131""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167132","AZ","040131167132","=""040131167132""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167133","AZ","040131167133","=""040131167133""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167134","AZ","040131167134","=""040131167134""","1.8","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167135","AZ","040131167135","=""040131167135""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167141","AZ","040131167141","=""040131167141""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167142","AZ","040131167142","=""040131167142""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167151","AZ","040131167151","=""040131167151""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167152","AZ","040131167152","=""040131167152""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167171","AZ","040131167171","=""040131167171""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167172","AZ","040131167172","=""040131167172""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167181","AZ","040131167181","=""040131167181""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167182","AZ","040131167182","=""040131167182""","1.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167191","AZ","040131167191","=""040131167191""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167192","AZ","040131167192","=""040131167192""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167193","AZ","040131167193","=""040131167193""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167194","AZ","040131167194","=""040131167194""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167201","AZ","040131167201","=""040131167201""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167202","AZ","040131167202","=""040131167202""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167203","AZ","040131167203","=""040131167203""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167211","AZ","040131167211","=""040131167211""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167212","AZ","040131167212","=""040131167212""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167251","AZ","040131167251","=""040131167251""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167252","AZ","040131167252","=""040131167252""","1.7","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167253","AZ","040131167253","=""040131167253""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167254","AZ","040131167254","=""040131167254""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167271","AZ","040131167271","=""040131167271""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167272","AZ","040131167272","=""040131167272""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167273","AZ","040131167273","=""040131167273""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167281","AZ","040131167281","=""040131167281""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167282","AZ","040131167282","=""040131167282""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167283","AZ","040131167283","=""040131167283""","2.6","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167291","AZ","040131167291","=""040131167291""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167292","AZ","040131167292","=""040131167292""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167293","AZ","040131167293","=""040131167293""","2.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167301","AZ","040131167301","=""040131167301""","2.2","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167311","AZ","040131167311","=""040131167311""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167312","AZ","040131167312","=""040131167312""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167321","AZ","040131167321","=""040131167321""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167322","AZ","040131167322","=""040131167322""","2.0","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167323","AZ","040131167323","=""040131167323""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167331","AZ","040131167331","=""040131167331""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167341","AZ","040131167341","=""040131167341""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167351","AZ","040131167351","=""040131167351""","2.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167352","AZ","040131167352","=""040131167352""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167361","AZ","040131167361","=""040131167361""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167362","AZ","040131167362","=""040131167362""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167371","AZ","040131167371","=""040131167371""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167372","AZ","040131167372","=""040131167372""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167381","AZ","040131167381","=""040131167381""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167382","AZ","040131167382","=""040131167382""","2.1","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131167383","AZ","040131167383","=""040131167383""","2.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131168001","AZ","040131168001","=""040131168001""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131168002","AZ","040131168002","=""040131168002""","N/A","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131168003","AZ","040131168003","=""040131168003""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131168004","AZ","040131168004","=""040131168004""","1.5","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131169001","AZ","040131169001","=""040131169001""","1.9","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131170001","AZ","040131170001","=""040131170001""","1.3","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131170002","AZ","040131170002","=""040131170002""","1.4","2019-2023","2021","Census","Arizona (State)"
"Block Group","040131170003","AZ","040131170003","=""040131170003""","1.2","2019-2023","2021","Census","Arizona (State)"
